name,count,changed,beforeNorm,afterNorm,deltaNorm,maxAbsDelta,beforeFinite,afterFinite
roberta.encoder.layer.7.attention.output.dense.weight,589824,589813,28.054828730997812,28.054948333525175,0.03269970913862712,0.00010293722152709961,True,True
roberta.encoder.layer.7.attention.self.key.bias,768,763,0.458245930733869,0.4582458908221448,6.03214567598777e-07,1.7881393432617188e-07,True,True
roberta.encoder.layer.7.attention.self.key.weight,589824,589791,55.130936443394674,55.13099291754866,0.021826485413674105,9.43746417760849e-05,True,True
roberta.encoder.layer.7.attention.self.query.bias,768,768,2.4101968648708687,2.4101763393371334,0.0010813523442694476,8.952617645263672e-05,True,True
roberta.encoder.layer.7.attention.self.query.weight,589824,589779,56.71263283226841,56.71269155863666,0.021779491022637626,9.483098983764648e-05,True,True
roberta.encoder.layer.7.attention.self.value.bias,768,768,0.7308883049816415,0.7308616797918392,0.0015650647767569876,9.784242138266563e-05,True,True
roberta.encoder.layer.7.attention.self.value.weight,589824,589812,32.854232006131966,32.85430191171951,0.030335318550821753,0.00010033510625362396,True,True
roberta.encoder.layer.7.intermediate.dense.bias,3072,3072,6.452503331598867,6.452409292655239,0.0024304952211473886,9.444355964660645e-05,True,True
roberta.encoder.layer.7.intermediate.dense.weight,2359296,2359190,86.93330748365956,86.93312242509735,0.049672642586398426,0.000102948397397995,True,True
roberta.encoder.layer.7.output.LayerNorm.bias,768,768,1.2372734043363862,1.237258749358918,0.0016648696791924504,0.00010037235915660858,True,True
roberta.encoder.layer.7.output.LayerNorm.weight,768,767,21.396889449201854,21.396907089541727,0.001300547843315,0.00010007619857788086,True,True
roberta.encoder.layer.7.output.dense.bias,768,768,1.6767765502793641,1.6768151670688276,0.0016283084047327338,0.00010067224502563477,True,True
roberta.encoder.layer.7.output.dense.weight,2359296,2359250,68.44752273992677,68.4475892246032,0.06954505948309851,0.00010323897004127502,True,True
roberta.encoder.layer.8.attention.output.LayerNorm.bias,768,768,2.53077476096694,2.530917499116954,0.0016020628122760837,9.639561176300049e-05,True,True
roberta.encoder.layer.8.attention.output.LayerNorm.weight,768,768,23.539738263917936,23.539665929595195,0.0013047933079671106,9.739398956298828e-05,True,True
roberta.encoder.layer.8.attention.output.dense.bias,768,768,1.8367531927525582,1.8367034680230487,0.001613703566122846,9.696558117866516e-05,True,True
roberta.encoder.layer.8.attention.output.dense.weight,589824,589813,28.140670542718837,28.140738302855258,0.03422466983607351,0.00010186061263084412,True,True
